species	p	r
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Yoonia|s_Yoonia vestfoldensis	0.0277381155079368	0.491510466425489
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|s_Rhodobacteraceae bacterium	0.0429278697624913	0.456734516052617
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Acetobacter|s_Acetobacter persici	0.0269176111535892	0.49378234451685
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Acetobacter|s_Acetobacter senegalensis	0.00836811705754671	0.572289805634583
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Acidiphilium|s_Acidiphilium cryptum	0.0202220712255483	0.514720645941462
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Commensalibacter|s_Commensalibacter sp. ESL0284	0.0360772284260764	0.470982136280176
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|s_Acetobacteraceae bacterium	0.00225842837357344	0.642346792323163
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_Azospirillum|s_Azospirillum ramasamyi	0.0015632746735033	0.659390710113087
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_Azospirillum|s_Azospirillum sp. CFH 70021	0.00128934733903657	0.667920318012844
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_Candidatus Endolissoclinum|s_Candidatus Endolissoclinum faulkneri	0.0202290520354109	0.514696115593235
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_Haematospirillum|s_Haematospirillum jordaniae	0.00516996705302753	0.599925109543527
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_Magnetospirillum|s_Magnetospirillum gryphiswaldense	0.0280062943604607	0.490779386979147
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_Niveispirillum|s_Niveispirillum cyanobacteriorum	0.0275908521910995	0.491914288266216
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Anaplasma|s_Anaplasma marginale	0.0194318312654662	0.517542174228373
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Anaplasma|s_Anaplasma phagocytophilum	1.22499809689358e-06	0.859199555748397
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Anaplasma|s_Anaplasma platys	0.0324800028764589	0.47932637957055
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Ehrlichia|s_Ehrlichia muris	0.00145339713152374	0.662648420912733
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Ehrlichia|s_Ehrlichia sp. HF	0.045470008064728	0.451894758251114
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Neorickettsia|s_Neorickettsia risticii	0.0034941324007529	0.620738456804361
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Wolbachia|s_Wolbachia endosymbiont of Ctenocephalides felis wCfeJ	0.00634237489326951	0.588487288410144
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Wolbachia|s_Wolbachia endosymbiont of Ctenocephalides felis wCfeT	0.0432998175355991	0.456012831325979
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Wolbachia|s_Wolbachia endosymbiont of Diaphorina citri	0.000595941572132653	0.699616555952456
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Wolbachia|s_Wolbachia endosymbiont of Litomosoides sigmodontis	0.000266276941997496	0.72896489919192
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Wolbachia|s_Wolbachia endosymbiont of Trichogramma pretiosum	0.0156711376694263	0.532382466668508
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Candidatus Midichloriaceae|g_Candidatus Midichloria|s_Candidatus Midichloria mitochondrii	0.0022211345113611	0.64314055232419
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Rickettsiaceae|g_Candidatus Phycorickettsia|s_Candidatus Phycorickettsia trachydisci	0.000223199244936939	0.734940592499149
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Rickettsiaceae|g_Orientia|s_Orientia tsutsugamushi	0.0161664723114705	0.530274576800738
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Rickettsiaceae|g_Rickettsia|s_Rickettsia bellii	0.0171493372216129	0.526240852685969
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Rickettsiaceae|g_Rickettsia|s_Rickettsia parkeri	0.0355558547151119	0.472150119550032
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Rickettsiaceae|g_Rickettsia|s_Rickettsia typhi	5.13291437408688e-05	0.779270450655202
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Erythrobacteraceae|g_Altererythrobacter|s_Altererythrobacter marensis	0.00813039238023516	0.574012317329039
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Erythrobacteraceae|g_Altererythrobacter|s_Altererythrobacter sp. B11	0.0177414221211629	0.523899468309028
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Erythrobacteraceae|g_Altererythrobacter|s_Altererythrobacter sp. TH136	0.00844343092442319	0.571752426315932
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Erythrobacteraceae|g_Porphyrobacter|s_Porphyrobacter neustonensis	0.00105670465406909	0.676460709923198
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Citromicrobium|s_Citromicrobium sp. JL477	0.00913105332843875	0.567018715319528
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium resinovorum	0.0232372969950942	0.504701051111057
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Novosphingobium|s_Novosphingobium tardaugens	0.032649998916752	0.478916205767888
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas insulae	0.0457388183920901	0.451395275608123
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. CSW-10	0.0473446175938303	0.448457613784777
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. HDW15A	0.0100863724248034	0.560902255639098
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. XS-10	0.000581460161717679	0.700566214063
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. YZ-8	0.0175798718654065	0.52453203655325
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingopyxis|s_Sphingopyxis sp. EG6	0.0234750933987463	0.503955695922739
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingopyxis|s_Sphingopyxis sp. FD7	0.00170848096434336	0.655368393800871
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingopyxis|s_Sphingopyxis sp. MG	0.0161198923453919	-0.530470572508032
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Zymomonas|s_Zymomonas mobilis	0.0486076668529766	0.446200276802639
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|g_Candidatus Kinetoplastibacterium|s_Candidatus Kinetoplastibacterium blastocrithidii	0.000315947941826296	0.723024029093767
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|g_Candidatus Kinetoplastibacterium|s_Candidatus Kinetoplastibacterium oncopeltii	0.0195147937443457	0.517241708258021
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Achromobacter|s_Achromobacter sp. MFA1 R4	0.0237125817883563	0.503217251328588
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Bordetella|s_Bordetella sp. N	0.0226442204552166	0.506586698522953
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Bordetella|s_Bordetella trematum	0.0138418236189621	0.540663263744251
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Oligella|s_Oligella urethralis	0.0429933973740441	0.456607024625491
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia sp. KK1	0.0196323430693013	0.516817717580712
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia sp. PAMC 28687	0.035119737062711	0.473137400374595
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia thailandensis	0.0170003154694255	0.52684032983423
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia ubonensis	0.0125961513041554	0.546822152247002
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus necator	0.0181306752647247	0.52239401006676
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Pandoraea|s_Pandoraea faecigallinarum	0.0236580968175162	-0.503386147016805
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Pandoraea|s_Pandoraea fibrosis	0.00462845885499696	0.605946942512597
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Pandoraea|s_Pandoraea thiooxydans	0.0421602011451869	0.458239407374042
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia sp. 7Q-K02	0.0400053288599211	0.462579949975112
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Polynucleobacter|s_Polynucleobacter duraquae	0.00783261946308123	0.576228927477186
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia insidiosa	0.0367354988557758	0.469526092284733
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_Ralstonia pseudosolanacearum	0.0254157950609078	0.49808608558471
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Acidovorax|s_Acidovorax sp. 1608163	0.0331904392033511	0.477623200380806
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Acidovorax|s_Acidovorax sp. 16-35-5	0.0293491340672752	0.487199347691546
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Acidovorax|s_Acidovorax sp. T1	0.0471994604887305	0.448719990358789
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Candidatus Symbiobacter|s_Candidatus Symbiobacter mobilis	0.00735691974513399	0.57991730313953
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Comamonas|s_Comamonas aquatica	0.0407422676469064	0.461075624934542
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Diaphorobacter|s_Diaphorobacter polyhydroxybutyrativorans	0.0146829701781526	0.536752716482438
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Herminiimonas|s_Herminiimonas arsenitoxidans	0.000587644283467987	0.700158246840315
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|g_Roseateles|s_Roseateles depolymerans	0.00952557319211341	0.564432489867252
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Aquaspirillum|s_Aquaspirillum sp. LM1	0.0196551605547467	0.516735651435613
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Aquitalea|s_Aquitalea sp. USM4	0.0369983998505262	0.46895024246627
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Chromobacterium|s_Chromobacterium vaccinii	0.0187714266226012	0.519971185591994
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Deefgea|s_Deefgea sp. D17	0.0474809679714502	0.448211717599446
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Eikenella|s_Eikenella corrodens	0.0373442567557077	-0.468197513345137
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria brasiliensis	0.0311882300137763	0.482499366646676
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria lactamica	0.000722095487526512	0.692080399308388
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria mucosa	0.00177521944618764	0.653615199066866
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria sp. oral taxon 014	0.000620018973357607	0.698080077897104
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Simonsiella|s_Simonsiella muelleri	0.0273218861967929	0.492656240857207
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Vitreoscilla|s_Vitreoscilla filiformis	0.045791575203458	0.451297512170841
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Gallionellaceae|g_Sulfuriferula|s_Sulfuriferula nivalis	0.00311951545838265	0.626506734589438
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Methylophilaceae|g_Candidatus Methylopumilus|s_Candidatus Methylopumilus planktonicus	0.0157642356062255	0.531982249420207
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Methylophilaceae|g_Candidatus Methylopumilus|s_Candidatus Methylopumilus universalis	8.94490793350064e-06	0.821537076246487
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Methylophilaceae|g_Methylobacillus|s_Methylobacillus flagellatus	0.0337662839700451	0.476263462745131
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Methylophilaceae|g_Methylovorus|s_Methylovorus sp. MP688	0.00467368428120796	0.605422373329217
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Thiobacillaceae|g_Thiobacillus|s_Thiobacillus denitrificans	0.0348021468050201	0.473862387779383
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|s_beta proteobacterium CB	0.0386164423051294	0.465474461671507
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobacteraceae|g_Desulfatibacillum|s_Desulfatibacillum aliphaticivorans	0.00081967142415857	0.686982888230707
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobacteraceae|g_Desulfosarcina|s_Desulfosarcina widdelii	0.0235380392211682	0.503759398496241
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobulbaceae|g_Desulfobulbus|s_Desulfobulbus oralis	0.0054519893833496	0.596992481203008
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfohalobiaceae|g_Desulfohalobium|s_Desulfohalobium retbaense	0.0254685364591167	0.497931588428494
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfocurvibacter|s_Desulfocurvibacter africanus	0.0222967573728028	0.507709701192196
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Candidatus Desulfovibrio trichonymphae	0.015636683664791	0.532531064361592
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio carbinoliphilus	0.0287720300549961	0.488721804511278
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio fairfieldensis	0.0276582275130461	0.491729323308271
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio gigas	0.0426305842774794	0.457314812333119
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio hydrothermalis	0.0440995439060513	0.454477179070479
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio piger	0.000556435286609182	0.702255639097744
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio salexigens	0.0287720300549961	0.488721804511278
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. DSM 106783	0.0118897631538832	0.550536593954683
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sp. G11	0.00353808058821655	0.620095880440262
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio|s_Desulfovibrio sulfodismutans	0.0450756887830484	0.452631578947368
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Pseudodesulfovibrio|s_Pseudodesulfovibrio profundus	0.0441893044243516	0.45430616225198
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfurellales|f_Desulfurellaceae|g_Desulfurella|s_Desulfurella acetivorans	0.00936088358488683	0.565501289328251
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfuromonadales|f_Desulfuromonadaceae|g_Desulfuromonas|s_Desulfuromonas soudanensis	0.00591046590218419	0.592481203007519
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfuromonadales|f_Desulfuromonadaceae|g_Desulfuromonas|s_Desulfuromonas sp. DDH964	0.0374256290270785	0.468021200963308
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfuromonadales|f_Geobacteraceae|g_Geobacter|s_Geobacter metallireducens	0.025726541483454	0.49717942590821
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfuromonadales|f_Geobacteraceae|g_Geobacter|s_Geobacter sp. M18	0.0107697509930801	0.556809788927408
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Myxococcaceae|g_Corallococcus|s_Corallococcus macrosporus	0.000728484529831453	0.691729323308271
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophobacterales|f_Syntrophaceae|g_Desulfomonile|s_Desulfomonile tiedjei	0.0116045113019245	0.552087289888995
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|g_Nitratiruptor|s_Nitratiruptor sp. SB155-2	0.00270745339898474	0.633559246320105
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Aliiarcobacter|s_Aliiarcobacter faecis	0.000483645387062608	0.707565373865641
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Aliiarcobacter|s_[Arcobacter] porcinus	0.00174629191526481	0.654368211969017
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter anaerophilus	1.4778991688099e-05	0.810383976587592
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter aquimarinus	0.0022005524721545	0.64358339856928
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter butzleri	0.0150755826837875	0.534988864766739
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter canalis	4.24614539224288e-06	0.836791454066723
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter cibarius	3.98785351652179e-05	0.786009833697548
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter cryaerophilus	0.00100791563635758	0.678450593296831
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter ellisii	2.45326424539382e-05	0.798346566246185
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter lanthieri	0.00108217295824373	0.675452573229238
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter lekithochrous	0.00072741792453747	0.691787751265871
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter marinus	0.00138888848745401	0.664658677551343
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter molluscorum	0.00827878742948367	0.572932330827068
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter nitrofigilis	0.00289114659925016	0.630312191998608
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter pacificus	0.000171919326738035	0.743504143312023
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter peruensis	0.0183520681710166	0.521549250481519
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter skirrowii	4.83744590313776e-05	0.780874379530345
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter suis	3.07758735260711e-06	0.842939347888707
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter thereius	0.00605538682212937	0.591115128188352
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter trophiarum	0.00203197484762888	0.647347044174948
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter|s_Arcobacter venerupis	0.00238065944297271	0.639819752963611
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter armoricus	0.00581728545315628	0.593374166894804
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter avium	0.000112398551025118	0.756777966661521
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter blaseri	0.0220080959473751	0.508653266641794
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter canadensis	0.00146148736644296	0.662401626597621
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter coli	0.00203197484762888	0.647347044174948
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter concisus	0.01038831681086	0.559067125909546
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter corcagiensis	1.0684457820187e-05	0.817674093915215
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter cuniculorum	0.000384048067898972	0.716058719311067
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter geochelonis	0.0241457753546742	0.501885231310534
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter helveticus	0.000819187570616596	0.687006867984361
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter hepaticus	0.000173422420456391	0.743223734422807
